Disposition,Orbital Period,Transit Duration,Transit Depth,Planet Radius,Star Eff. Temp,Stellar log,Star Radius
Planet Candidate,3.5746058,1.1530000,6040.0000000,11.6965000,6257.0000000,4.2500000,1.3700000
Planet Candidate,4.0944492,4.2330000,5890.0000000,12.8011000,5650.0000000,4.0300000,1.6000000
Planet Candidate,2.1415519,2.9890000,1060.0000000,4.7228700,5530.0000000,4.0800000,1.4800000
Planet Candidate,3.4180406,2.2420000,5200.0000000,6.5817100,5001.0000000,4.4600000,0.8900000
Confirmed Planet,3.6977167,0.9308263,4755.6707294,2.9420440,3607.0000000,4.4380000,0.3979240
Planet Candidate,4.1549988,2.8730000,13830.0000000,,,,
Planet Candidate,3.8821916,3.1260000,2670.0000000,5.5709600,5283.0000000,,0.9500000
Planet Candidate,3.6506781,2.7900000,20370.0000000,12.1655000,5343.0000000,4.5500000,0.8400000
Planet Candidate,1.3225635,1.6830000,13750.0000000,11.5804000,5388.0000000,4.4400000,0.9700000
Planet Candidate,1.6375324,1.6650000,11120.0000000,,5095.6000000,,
Planet Candidate,0.5566811,0.4730000,3250.0000000,13.2433000,5200.0000000,,1.7000000
Planet Candidate,6.4093650,1.7070000,11300.0000000,12.1252000,6191.0000000,4.4100000,1.1200000
Planet Candidate,4.3169755,4.5230000,4670.0000000,10.9284000,5683.0000000,4.0300000,1.6100000
Planet Candidate,3.2705630,1.6820000,9670.0000000,,5219.5000000,,
Planet Candidate,5.8259928,2.4420000,12800.0000000,14.0157000,4964.0000000,4.1900000,1.2000000
Confirmed Planet,5.6605693,1.6631704,3856.1060852,2.4070872,3551.0000000,4.8398200,0.3743580
Confirmed Planet,11.3795653,2.2350305,3147.0461739,2.2539464,3551.0000000,4.8398200,0.3743580
Confirmed Planet,3.3601377,1.4132450,972.9589363,1.1843718,3551.0000000,4.8398200,0.3743580
Planet Candidate,4.6636858,2.6040000,11110.0000000,12.5117000,5720.0000000,4.3200000,1.1600000
Planet Candidate,2.1694660,1.6530000,1780.0000000,5.8120500,5823.0000000,4.2000000,1.3500000
Planet Candidate,1.9422802,2.7680000,8140.0000000,15.1178000,6950.0000000,4.2100000,1.6000000
Planet Candidate,6.1735306,3.1630000,12950.0000000,11.2676000,5435.0000000,4.4500000,0.9600000
Planet Candidate,3.6364993,3.5090000,16700.0000000,16.4306000,6552.0000000,4.3900000,1.2300000
Planet Candidate,18.0106520,4.9520000,4580.0000000,12.5654000,5740.0000000,3.9100000,1.8500000
Planet Candidate,1.8851834,1.4280000,5450.0000000,17.0369000,5807.0000000,4.2600000,1.2500000
False Positive,2.3540172,2.3600000,6660.0000000,14.4919000,6114.0000000,4.0200000,1.7400000
Planet Candidate,2.3540163,2.4160000,10020.0000000,15.1575000,6124.0000000,4.1600000,1.4800000
Planet Candidate,2.4759733,1.0466923,386.7493472,2.8062638,6025.0000000,4.3313500,1.3301200
Planet Candidate,10.7448417,3.2980000,38070.0000000,11.9772000,4701.0000000,4.7200000,0.6300000
Planet Candidate,5.7604868,3.0800000,14580.0000000,14.0917000,5530.3000000,4.3300000,1.1200000
Planet Candidate,3.0784790,2.4240000,5780.0000000,,5140.1000000,,
False Positive,1.2434016,0.9390000,4070.0000000,5.6630900,4967.0000000,4.6000000,0.7500000
Confirmed Planet,2.4993895,2.9900000,10610.0000000,12.9239000,5737.0000000,4.2800000,1.2100000
Planet Candidate,4.9640641,4.9080000,4910.0000000,13.6926000,6323.0000000,3.9500000,1.9500000
Planet Candidate,7.5420435,3.8540000,7720.0000000,9.5515900,5949.0000000,4.4200000,1.0700000
False Positive,1.3164901,1.3890000,3580.0000000,11.2218000,6341.0000000,4.0400000,1.7800000
Planet Candidate,2.7625084,2.0370000,16160.0000000,10.8143000,4694.0000000,4.4800000,0.8300000
Confirmed Planet,3.3759446,3.5380000,1270.0000000,6.0354800,5701.0000000,3.9900000,1.6900000
Planet Candidate,2.1473577,2.7060000,2300.0000000,10.0889000,5834.0000000,3.8100000,2.1200000
Planet Candidate,4.1627330,3.3190000,12870.0000000,11.1057000,5744.2000000,,0.9700000
Planet Candidate,0.7085480,0.8450000,800.0000000,4.6669400,5678.0000000,4.0800000,1.5200000
Planet Candidate,3.3843865,3.8450000,10730.0000000,16.2240000,5848.0000000,4.1000000,1.5200000
Planet Candidate,1.4875055,1.8740000,44400.0000000,18.3083000,5142.0000000,4.5400000,0.8300000
Planet Candidate,0.1846924,0.3860000,1390.0000000,4.1064500,5958.8000000,4.5700000,0.9000000
Planet Candidate,3.9471513,1.9930000,16080.0000000,18.7538000,6351.0000000,4.2600000,1.3700000
Planet Candidate,0.6711626,1.1680000,2330.0000000,12.2430000,5632.0000000,3.6700000,2.4300000
Planet Candidate,1.7246234,1.9790000,11820.0000000,15.5191000,5776.0000000,4.1800000,1.3700000
Planet Candidate,4.0350169,2.1080000,25420.0000000,12.5268000,5240.2000000,4.6400000,0.7500000
False Positive,0.7418594,1.5026958,2983.6257317,6.0238347,4304.6000000,4.5700000,0.6617400
Planet Candidate,2.5082498,1.3930000,16210.0000000,20.6073000,5909.0000000,4.1100000,1.5100000
Planet Candidate,0.9953936,2.2380000,280.0000000,1.3532100,5697.0000000,4.6000000,0.8400000
False Positive,0.7029205,1.3250000,2480.0000000,7.5155900,6699.0000000,4.1800000,1.6000000
Planet Candidate,3.7170532,3.7510000,7220.0000000,15.9990000,6065.0000000,3.9400000,1.9000000
Planet Candidate,4.5879078,3.4640000,2040.0000000,5.5949100,5785.0000000,4.2600000,1.2500000
Planet Candidate,1.9663653,1.6370000,29670.0000000,13.2267000,4687.0000000,4.5800000,0.7400000
False Positive,3.4771921,2.0020000,3250.0000000,11.1486000,6539.0000000,3.9900000,1.9400000
Planet Candidate,3.3328544,6.4880000,2300.0000000,13.2674000,6272.0000000,3.6000000,2.9100000
Planet Candidate,1.5174038,1.6350000,14220.0000000,,,,
Planet Candidate,3.1474843,0.9130000,5640.0000000,12.7493000,5102.2000000,4.6800000,0.7000000
False Positive,0.5417947,1.1716379,537.9244902,2.8738733,5181.0000000,4.5463100,0.8072980
Planet Candidate,0.5348968,0.5040000,6240.0000000,5.9905900,5414.2000000,4.8800000,0.5800000
Planet Candidate,2.9884191,3.5750000,12890.0000000,16.3009000,6636.0000000,4.2900000,1.4000000
Planet Candidate,1.2541679,2.2940000,11170.0000000,,4882.0000000,,
False Positive,1.1472535,1.7890000,4090.0000000,17.2280000,9742.0000000,4.0100000,2.5900000
False Positive,0.7871770,1.5150000,1350.0000000,,4899.5000000,,
Planet Candidate,1.7932884,3.2990000,16170.0000000,22.7665000,7122.0000000,,1.7400000
Planet Candidate,4.9208778,3.8880000,5680.0000000,12.4437000,9668.0000000,4.3900000,1.6500000
Planet Candidate,0.5209929,1.1010000,8570.0000000,18.4513000,6116.2000000,3.8900000,2.0100000
Planet Candidate,4.7838171,2.0350000,10210.0000000,11.5710000,5688.0000000,4.3600000,1.1000000
Planet Candidate,6.9724832,5.1560000,4110.0000000,18.9679000,7616.0000000,4.0200000,2.1600000
Planet Candidate,0.9195617,1.1530000,9180.0000000,8.6993100,5616.0000000,4.3762000,0.8200000
Planet Candidate,6.8204309,3.7230000,12560.0000000,,,,
Planet Candidate,7.4710819,2.5110000,24880.0000000,12.8097000,5262.0000000,4.5700000,0.8100000
Planet Candidate,4.9197461,3.0230000,10380.0000000,12.6447000,5822.0000000,4.3000000,1.2100000
Planet Candidate,1.6281719,2.1280000,12020.0000000,15.3377000,6020.0000000,4.2200000,1.3500000
False Positive,0.9422588,1.4600000,1060.0000000,3.7501500,5544.7000000,4.3700000,1.0700000
Planet Candidate,3.3187528,1.9600000,6490.0000000,9.7718400,5709.0000000,4.2800000,1.2100000
Planet Candidate,1.5622382,1.6760000,3230.0000000,18.0467000,4801.0000000,,3.0800000
Planet Candidate,3.4813976,2.6940000,21800.0000000,20.9129000,6704.0000000,4.3000000,1.4000000
Planet Candidate,4.5302876,2.7130000,22840.0000000,12.3919000,4693.0000000,4.5000000,0.8100000
False Positive,1.5971584,3.4290000,5070.0000000,17.7465000,6033.0000000,3.8600000,2.0600000
False Positive,4.8000953,1.9968681,5241.0677476,17.0718101,6366.0000000,4.1621700,1.5808300
False Positive,0.4405893,1.0750000,1850.0000000,6.7494900,5643.0000000,4.1000000,1.4800000
Planet Candidate,6.1214801,3.8610000,17560.0000000,17.6327000,6356.0000000,4.3500000,1.2400000
Planet Candidate,3.9072351,3.3660000,14650.0000000,13.9055000,6294.0000000,4.4200000,1.1300000
Planet Candidate,3.9980153,3.7930000,5420.0000000,,,,
Planet Candidate,2.2767340,1.8320000,3620.0000000,10.8605000,6494.0000000,4.0600000,1.7800000
Planet Candidate,1.0191022,1.2280000,2230.0000000,7.1030900,6865.0000000,4.2400000,1.5300000
Planet Candidate,7.2748135,3.7790000,15010.0000000,17.4324000,6792.7000000,4.2400000,1.4000000
Planet Candidate,0.9340570,1.3180000,620.0000000,13.4544000,5023.0000000,,5.1900000
Confirmed Planet,1.5080197,1.0320000,1790.0000000,3.0128700,4008.0000000,4.6000000,0.6600000
Planet Candidate,3.0885800,2.2140000,17060.0000000,,5381.0000000,,
Confirmed Planet,3.9934418,1.9693065,5801.8957159,4.2556645,3748.0000000,4.7573000,0.5231130
Planet Candidate,4.5697688,3.3690000,9780.0000000,17.1535000,4976.0000000,,1.7000000
False Positive,3.8454384,4.7360000,4590.0000000,13.6848000,6733.4000000,3.9800000,2.0200000
Planet Candidate,2.8504334,3.7680000,23800.0000000,,6293.8000000,,
Planet Candidate,0.5993364,1.0240000,2180.0000000,14.3367000,6232.0000000,3.6200000,2.8100000
Planet Candidate,4.4430866,1.7870000,8800.0000000,21.1475000,4926.5000000,,1.5400000
False Positive,3.7804749,3.6150000,22150.0000000,17.9247000,5112.0000000,4.5600000,0.8100000
Planet Candidate,3.4590552,3.0010000,8820.0000000,17.1001000,7911.0000000,4.1900000,1.8300000
Planet Candidate,1.9297769,1.7010000,4540.0000000,7.5822900,4856.0000000,,1.1400000
Planet Candidate,4.4445101,2.7370000,16730.0000000,14.6892000,6288.0000000,4.4200000,1.1400000
False Positive,2.9038027,3.5110000,5860.0000000,13.4427000,6570.0000000,4.2100000,1.5100000
Planet Candidate,0.2990390,0.7218103,5780.6664824,2.5153001,2955.0000000,5.1352700,0.3006390
Planet Candidate,4.9062135,1.6710000,7400.0000000,17.7815000,7169.0000000,4.0800000,1.9200000
Planet Candidate,2.7636665,1.2790000,6370.0000000,5.9420800,3868.0000000,4.5700000,0.7000000
Planet Candidate,4.8680805,4.7630352,39314.8791770,,5250.0000000,,
Planet Candidate,2.3044132,3.1020000,20290.0000000,22.8234000,,,1.5500000
False Positive,0.2573207,0.6290000,1330.0000000,4.8110100,5784.0000000,4.3800000,1.0900000
Planet Candidate,11.5054399,2.4590000,15910.0000000,,5251.2000000,,
Planet Candidate,3.7576217,4.4830000,7680.0000000,16.0563000,5605.0000000,3.8800000,1.8900000
Planet Candidate,4.3217658,5.5150000,2640.0000000,12.7289000,5139.0000000,,2.5000000
Planet Candidate,4.0646554,2.8130000,7700.0000000,8.3057700,5647.0000000,4.5000000,0.9300000
False Positive,3.0071496,4.4610000,3310.0000000,8.0559800,5906.0000000,4.1400000,1.4500000
Planet Candidate,11.4707838,3.6980000,1575.0000000,1.8659900,4140.0000000,4.4633200,0.7300000
Planet Candidate,2.3341583,3.5530000,10070.0000000,20.0937000,6901.0000000,4.0400000,1.9300000
Planet Candidate,3.7482756,4.9890000,5010.0000000,14.0065000,6425.0000000,3.9400000,2.0200000
Planet Candidate,7.1185659,1.7340000,3920.0000000,12.5411000,5945.0000000,3.9200000,1.9000000
Planet Candidate,0.3559702,0.5230000,2320.0000000,6.2334700,5562.0000000,4.3600000,1.0800000
Planet Candidate,4.7654865,4.4300000,6120.0000000,14.4410000,6151.0000000,3.9700000,1.8500000
Planet Candidate,3.6337247,1.7630000,15330.0000000,11.4562000,5325.0000000,4.5100000,0.8800000
Confirmed Planet,4.8084980,1.4050000,11010.0000000,15.0839000,5449.5000000,4.1300000,1.3800000
Planet Candidate,4.2380604,3.3850000,13070.0000000,13.0206000,5798.0000000,4.3500000,1.1300000
Planet Candidate,3.9944740,4.4360000,14090.0000000,18.9963000,5931.0000000,4.0600000,1.6100000
Planet Candidate,1.4367914,2.1780000,23180.0000000,16.9266000,5873.0000000,4.4000000,1.0700000
Planet Candidate,10.1843061,1.7293131,839.9896915,2.4497061,5454.0000000,4.5910400,0.7826810
Planet Candidate,7.7538288,3.4540000,6560.0000000,9.7807000,5504.0000000,,1.1700000
Planet Candidate,5.4139736,2.9520000,8400.0000000,15.5249000,5425.0000000,,1.7100000
Planet Candidate,3.5266608,2.1050000,1320.0000000,5.7947900,5668.0000000,4.3500000,1.5800000
Confirmed Planet,1.9622920,2.9350000,20910.0000000,17.4523000,6384.0000000,4.4100000,1.1600000
Planet Candidate,4.8033954,0.9062451,867.1363349,4.4901713,5913.9000000,4.1200000,1.5062100
False Positive,12.4498835,5.4500000,1827.0000000,20.0559000,8469.0000000,3.9600000,2.5100000
Planet Candidate,11.4045112,3.9470000,760.0000000,4.0961000,6334.6000000,4.2000000,1.4700000
Planet Candidate,3.9919157,2.9380000,535.0000000,2.4598800,5645.0000000,4.3200000,1.1400000
Planet Candidate,9.4453763,2.6590000,863.0000000,1.7754700,4853.0000000,4.6900000,0.6600000
Planet Candidate,3.1660849,2.6922287,5175.0320686,10.3334050,6225.0000000,,1.3377000
Planet Candidate,5.5765364,2.3140477,642.4206976,4.5613031,6002.1800000,4.1235400,1.5203100
Planet Candidate,8.4035706,3.9060000,490.0000000,2.0563000,5910.0000000,4.4200000,1.0500000
False Positive,5.5553784,2.2560000,1050.0000000,13.2411000,8058.0000000,3.5700000,3.7900000
False Positive,3.0750728,2.2190000,510.0000000,3.6281800,6888.0000000,4.2500000,1.5200000
Planet Candidate,4.5654898,2.3029332,8572.2024128,14.6507235,9162.0000000,4.5100000,1.3974200
Planet Candidate,5.4793350,4.7009896,9196.3437964,15.1849562,6332.7000000,4.2000000,1.5307699
Planet Candidate,3.4044402,1.8950000,7190.0000000,15.4118000,6097.0000000,4.0100000,1.7500000
False Positive,3.0591680,4.9920000,7610.0000000,13.5040000,5657.0000000,4.3700000,1.0800000
Planet Candidate,6.2804387,3.2630000,10240.0000000,9.9678800,5900.0000000,4.4800000,0.9800000
Confirmed Planet,4.0397189,3.6550000,15110.0000000,14.2282000,5758.5000000,4.2700000,1.1400000
Planet Candidate,4.3905983,2.3792658,8720.9304105,25.8544805,5796.0000000,4.1200000,1.9670100
Confirmed Planet,56.0045056,10.4337079,767.9192527,4.6074444,6321.0000000,4.2243600,1.4118900
Confirmed Planet,84.2607645,10.9250590,440.1660616,3.4359102,6321.0000000,4.2243600,1.4118900
Confirmed Planet,22.8909855,2.4656570,253.4100012,2.5594629,6321.0000000,4.2243600,1.4118900
Planet Candidate,13.3454771,3.1354850,24630.3857090,12.0272460,5448.0000000,4.7000000,0.7201830
Planet Candidate,0.2856701,0.2970000,1990.0000000,13.6948000,5606.0000000,3.8100000,2.0400000
Planet Candidate,2.8798613,4.1110000,4820.0000000,11.5292000,6086.0000000,4.0400000,1.6900000
Planet Candidate,4.7962078,3.3280000,21130.0000000,,8083.5000000,,
Planet Candidate,2.2087864,4.0450000,4710.0000000,13.7924000,5827.0000000,4.2300000,1.3000000
Planet Candidate,5.9492615,4.3040000,7490.0000000,11.6197000,6041.0000000,4.2200000,1.3600000
Planet Candidate,1.9275568,2.6210000,39070.0000000,,9168.0000000,,
Planet Candidate,5.3393042,2.9650000,2610.0000000,7.7005900,5857.2000000,3.9400000,1.4900000
False Positive,4.6141256,1.5660000,4920.0000000,10.7957000,6888.0000000,4.3700000,1.3300000
False Positive,1.1468708,1.3965477,2762.6275979,11.7343018,6755.0000000,4.0000000,1.9914500
Planet Candidate,17.6174652,3.6150000,722.0000000,2.0141100,5250.0000000,4.6417600,0.8100000
Planet Candidate,4.2555436,5.0580000,2410.0000000,8.0139200,6053.1000000,4.1700000,1.6800000
Planet Candidate,2.6926692,3.1010000,4150.0000000,13.9087000,9669.0000000,4.1800000,2.1100000
Planet Candidate,2.6889686,2.6770000,10930.0000000,13.0858000,6685.0000000,4.4000000,1.2500000
Planet Candidate,4.3897272,3.2340000,6550.0000000,,,,
Planet Candidate,1.8947564,2.1094288,4246.8573903,6.7240044,,,1.0000000
Planet Candidate,4.6391531,3.2390000,14100.0000000,13.8244000,5928.2000000,4.5600000,1.1500000
False Positive,2.9646096,2.2320000,27860.0000000,15.2910000,5306.0000000,4.5100000,0.8800000
Planet Candidate,3.2379325,3.1120000,8340.0000000,11.1634000,6434.3000000,4.4600000,1.1900000
Planet Candidate,0.8602467,1.5314093,14559.4590959,,4841.5000000,,
False Positive,5.4521068,4.7020000,8170.0000000,15.3694000,5878.0000000,4.0300000,1.6400000
False Positive,0.8792680,1.5290000,4550.0000000,11.9007000,6259.0000000,4.0600000,1.7000000
False Positive,1.3090665,2.8440000,209.0000000,0.9795200,4779.8000000,4.5700000,0.7800000
Planet Candidate,1.5324270,2.3510000,29020.0000000,19.4762000,5957.0000000,4.3900000,1.1100000
Planet Candidate,2.1663502,4.2580000,5930.0000000,14.4558000,9394.0000000,4.2500000,1.9200000
Confirmed Planet,3.5514016,2.2070000,8480.0000000,11.8731000,6019.0000000,4.2900000,1.2600000
Planet Candidate,1.8882882,2.7140000,18080.0000000,17.6221000,6436.0000000,4.3400000,1.2700000
Confirmed Planet,3.5524144,2.7840000,2060.0000000,8.5293600,6843.0000000,,1.8200000
False Positive,3.1455020,2.4110000,6190.0000000,20.1993000,6397.0000000,3.8300000,2.2900000
Planet Candidate,2.6792695,2.5600000,10530.0000000,13.9979000,6718.0000000,4.3400000,1.3400000
Planet Candidate,2.6488450,2.1310000,16770.0000000,11.6600000,5329.0000000,4.5200000,0.8700000
False Positive,3.0244222,5.3680787,267015.5224574,,6758.0000000,4.1900000,
Planet Candidate,2.9510628,3.4040000,9480.0000000,13.6230000,6370.0000000,4.2600000,1.3900000
Planet Candidate,32.3325280,3.4596320,2425.5051890,3.0287090,3891.0000000,4.6404400,0.6150380
Planet Candidate,6.6329154,0.5980000,3190.0000000,7.4732400,4608.0000000,4.3500000,0.8800000
Planet Candidate,4.8257226,4.1450000,7650.0000000,14.7924000,7141.0000000,4.2000000,1.6600000
Planet Candidate,0.4007770,0.8860000,2000.0000000,10.0625000,5635.0000000,3.8100000,2.0700000
Planet Candidate,3.2923881,1.4270000,26840.0000000,21.0823000,6300.0000000,4.3500000,1.2400000
Planet Candidate,0.9008643,1.4190000,2530.0000000,13.1071000,9267.0000000,4.0300000,2.4600000
False Positive,3.4906402,1.5860000,4580.0000000,8.7859700,6066.0000000,4.3400000,1.1800000
False Positive,0.5990920,1.2320000,1290.0000000,11.5931000,5220.0000000,,3.1900000
Planet Candidate,0.6216031,1.1570716,2344.6249758,8.6439547,8038.0000000,4.3700000,1.5084800
Planet Candidate,2.4181961,1.8140000,4150.0000000,,5118.6000000,,
Planet Candidate,3.9589903,3.5000000,13190.0000000,20.2505000,6551.0000000,4.1000000,1.7300000
Confirmed Planet,4.5117221,1.7850000,313.0000000,1.4024600,5245.0000000,4.5766600,0.7900000
Confirmed Planet,39.3619470,4.5350000,552.0000000,1.8455500,5245.0000000,4.5766600,0.7900000
Planet Candidate,4.1849602,2.2330000,27260.0000000,,5722.4000000,,
Planet Candidate,6.6269971,3.9371246,5104.9588771,11.1341925,5940.0000000,4.1300000,1.4894600
Planet Candidate,11.4874782,4.0630000,16360.0000000,15.5181000,5958.0000000,4.3000000,1.2200000
False Positive,1.1894812,3.0470000,4130.0000000,9.4487200,6550.0000000,4.2100000,1.5000000
Planet Candidate,0.4777885,1.0390000,2690.0000000,,5286.9000000,,
Planet Candidate,0.4516850,0.2620000,1660.0000000,9.8285200,6353.0000000,4.4600000,1.1000000
Planet Candidate,1.5728416,1.9470000,21020.0000000,12.7462000,5288.0000000,4.5200000,0.8700000
Planet Candidate,5.6392638,4.4360000,7320.0000000,14.2003000,5904.0000000,4.0300000,1.6500000
Planet Candidate,9.3803217,4.5080000,8600.0000000,12.1477000,5817.0000000,4.2500000,1.2700000
Planet Candidate,1.7198076,1.8610000,10890.0000000,,8531.0000000,,
Planet Candidate,3.7815683,2.0137346,15002.1659627,17.6651495,5807.0000000,4.3200000,1.1700900
Planet Candidate,5.7655904,1.7570000,7910.0000000,19.7343000,5409.0000000,,2.0000000
False Positive,0.4057204,1.2010000,2620.0000000,6.8376700,6541.0000000,4.3300000,1.3200000
False Positive,5.2201338,2.5840000,6040.0000000,14.7463000,11632.0000000,4.3500000,1.9500000
Planet Candidate,1.2520250,0.8160000,8690.0000000,,5000.0000000,,
False Positive,3.3004862,2.9591050,2403.5706041,8.5365984,6408.0000000,4.2600000,1.3078400
Planet Candidate,3.4142143,4.2120000,3400.0000000,15.9231000,8573.0000000,3.9000000,2.7200000
Planet Candidate,6.2996307,1.9180000,9530.0000000,9.3640700,5137.0000000,4.4500000,0.9200000
Planet Candidate,3.4074188,3.1110000,18130.0000000,17.1042000,6237.0000000,4.3300000,1.2400000
False Positive,2.0849517,3.0990000,2380.0000000,4.6516900,6163.0000000,4.5600000,0.9400000
False Positive,2.3252878,2.2775710,29370.9546150,12.8754000,5744.0000000,,1.1000000
Planet Candidate,711.7473963,6.7075614,1566.1541118,9.0650070,6530.0000000,3.9600000,2.0208700
Planet Candidate,4.7799716,4.9760000,5250.0000000,13.1891000,6605.0000000,4.0700000,1.7900000
Planet Candidate,2.9301843,4.2180000,6280.0000000,13.1989000,6032.0000000,4.0500000,1.6500000
Planet Candidate,2.0083269,4.3700000,1680.0000000,4.9953900,6656.0000000,4.3700000,1.2800000
Planet Candidate,3.7064049,2.0560000,4710.0000000,,6016.0000000,,
Planet Candidate,2.9358860,2.9300000,5900.0000000,14.3093000,5896.0000000,3.9700000,1.7700000
Planet Candidate,6.3350651,2.3700000,4160.0000000,15.3432000,9608.0000000,4.1100000,2.2800000
Planet Candidate,1.6020002,2.6250000,21520.0000000,18.6498000,6141.0000000,4.3300000,1.2200000
Planet Candidate,4.9182798,3.7931445,20620.2444335,17.0084738,7185.0000000,4.5200000,1.1499000
Planet Candidate,4.2186520,1.7861148,9198.2604370,,9307.0000000,,
Planet Candidate,3.6579148,4.3300000,32300.0000000,,5765.0000000,,
Planet Candidate,,6.4630000,5520.0000000,16.0647000,5728.0000000,3.9900000,1.6900000
Planet Candidate,3.1958886,1.5480000,10760.0000000,16.4567000,6496.3000000,,1.3900000
Planet Candidate,17.3076615,4.8430000,8880.0000000,17.4207000,6693.0000000,4.0700000,1.8100000
Planet Candidate,14.9502738,4.4640000,8070.0000000,15.1651000,5068.0000000,4.5800000,0.7900000
Planet Candidate,10.3629429,3.1680000,5880.0000000,7.3687300,5467.0000000,4.4500000,0.9600000
Planet Candidate,7.4190257,2.4720000,11610.0000000,11.4800000,6004.0000000,4.4700000,1.0200000
Planet Candidate,8.7858955,5.9080000,3910.0000000,10.3307000,6749.0000000,4.1700000,1.6300000
Planet Candidate,1.3475728,1.5890000,2570.0000000,18.0939000,5434.0000000,,3.3600000
Planet Candidate,12.0040505,3.9500000,6890.0000000,7.9538000,5777.0000000,4.4700000,0.9800000
Planet Candidate,3.6128161,3.7292938,9701.7379772,17.5748151,7186.0000000,4.1800000,1.7138200
Planet Candidate,4.0874138,2.0610000,7470.0000000,17.2785000,5881.0000000,3.9400000,1.8300000
False Positive,21.0527100,4.9100000,21440.0000000,36.6999000,5736.0000000,3.9700000,1.7300000
Planet Candidate,1.3171730,2.5810000,14130.0000000,,4649.5000000,,
Planet Candidate,4.6086828,4.2830000,13990.0000000,20.3715000,8097.0000000,4.2600000,1.7200000
False Positive,2.9918201,2.2310000,3410.0000000,5.2899000,5301.0000000,4.5000000,0.8900000
Planet Candidate,3.5947639,1.8100000,3070.0000000,5.1024100,5594.0000000,4.5000000,0.9300000
Planet Candidate,7.5010022,3.9770000,2550.0000000,7.0509100,5673.0000000,4.2100000,1.3100000
Planet Candidate,11.8790678,3.7160000,8580.0000000,,5163.2000000,,
Planet Candidate,3.7062792,3.0080000,13910.0000000,13.4147000,6524.0000000,4.4900000,1.0900000
Planet Candidate,3.1686320,2.3290000,2830.0000000,,6020.0000000,,
Planet Candidate,5.4631023,4.0670000,3070.0000000,5.8579300,6788.0000000,4.5500000,1.0600000
Planet Candidate,3.0688259,3.9500000,3010.0000000,9.4329800,7776.7000000,,1.6400000
False Positive,12.0883700,3.1060000,5990.0000000,18.1866000,5920.0000000,4.2200000,1.3400000
Planet Candidate,3.3080662,4.0947447,11855.6066747,,4989.6000000,,
Planet Candidate,1.7701321,1.6631328,49803.4082445,10.9547000,4430.1000000,,0.7700000
Planet Candidate,8.7614828,3.3010000,4200.0000000,11.8070000,6614.0000000,4.0500000,1.8300000
Planet Candidate,7.0317936,2.9620000,19070.0000000,10.9551000,4269.0000000,4.4800000,0.7800000
Planet Candidate,3.0515894,3.2635858,5835.5643672,15.5322188,7902.0000000,4.1400000,1.9429500
Planet Candidate,5.1304425,2.3990000,7670.0000000,,5003.8000000,,
Planet Candidate,3.9216762,2.0750000,17400.0000000,13.1754000,6706.0000000,4.6300000,0.9600000
Planet Candidate,7.9018734,3.1800000,16220.0000000,,4976.0000000,,
Planet Candidate,9.5680636,3.9820000,9400.0000000,9.5397700,6511.0000000,4.5700000,0.9900000
Planet Candidate,4.6957057,2.6330000,13800.0000000,10.5430000,5475.0000000,4.5300000,0.8900000
Planet Candidate,10.3688702,2.4885919,15543.5949112,9.6582457,4463.0000000,4.4900000,0.7895140
Planet Candidate,3.2003149,2.8470000,16320.0000000,18.2040000,6060.0000000,4.2000000,1.4000000
Planet Candidate,3.0044799,3.1900000,11000.0000000,13.4546000,6302.0000000,4.3400000,1.2500000
Planet Candidate,1.3605223,0.7150000,1440.0000000,5.1434700,5924.0000000,4.3500000,1.1500000
Planet Candidate,4.3226285,2.9080000,9090.0000000,12.2227000,6153.0000000,4.3100000,1.2500000
Planet Candidate,7.3498345,4.0296279,5726.6329422,10.9465595,6571.0000000,4.3100000,1.3471500
Planet Candidate,1.5720089,1.2570000,2730.0000000,8.2569800,7164.0000000,4.2800000,1.5100000
Planet Candidate,2.4249041,4.2250000,5630.0000000,13.9253000,6632.0000000,4.0100000,1.9200000
Planet Candidate,1.3868302,2.4130000,14190.0000000,14.7174000,7019.0000000,4.4600000,1.2200000
Planet Candidate,2.8457134,3.1890000,7050.0000000,10.8106000,6910.0000000,4.3900000,1.3000000
Planet Candidate,2.0391352,2.1000000,19130.0000000,11.8618000,5773.0000000,4.5500000,0.8900000
Planet Candidate,0.8054361,1.0600000,2980.0000000,8.0624300,5905.0000000,4.1300000,1.4000000
Planet Candidate,7.2041454,3.5270000,1970.0000000,10.8839000,7176.0000000,3.9100000,2.3400000
Planet Candidate,8.6681997,5.8640000,3880.0000000,11.0832000,6133.0000000,4.0100000,1.7700000
Planet Candidate,3.2569118,3.6890000,5960.0000000,15.9704000,7320.0000000,4.0100000,2.1000000
False Positive,1.6363822,5.2796046,2383.8690387,10.6745489,6361.0000000,4.0900000,1.6787000
Planet Candidate,1.1239749,1.0110000,2190.0000000,5.1799300,6220.0000000,4.5600000,0.9500000
Planet Candidate,5.5698287,2.2340000,11620.0000000,13.1629000,5751.6000000,4.2800000,1.2200000
False Positive,1.3328042,2.7500000,1960.0000000,7.3343200,6561.0000000,4.1200000,1.6700000
Planet Candidate,2.0139493,1.5540000,5820.0000000,23.9926000,6074.0000000,4.1100000,1.5600000
Planet Candidate,4.9424560,2.5040000,16530.0000000,12.1509000,5516.0000000,4.4900000,0.9200000
