Disposition,Orbital Period,Transit Duration,Transit Depth,Planet Radius,Star Eff. Temp,Stellar log,Star Radius
Planet Candidate,14.555509600,2.07000,725.00,2.03,5176.00,4.612,0.7380
Planet Candidate,114.127160000,1.71900,974.00,2.76,4816.00,4.508,0.8230
Planet Candidate,17.049737600,3.27100,478.60,45.89,5039.00,2.587,14.9540
False Positive,13.036637700,3.18400,154.60,2.23,6084.00,4.009,1.6770
Planet Candidate,2.641812610,2.12700,70.00,0.59,4147.00,4.601,0.6830
False Positive,270.984770000,6.71800,"13,883.00",11761.10,11068.00,4.377,1.5550
Planet Candidate,583.853100000,5.09000,491.00,1.97,5591.00,4.559,0.8600
Planet Candidate,72.782432000,3.72600,245.80,11.19,5099.00,3.021,7.3170
Planet Candidate,10.552241908,2.73550,954.00,1.75,4031.00,4.666,0.5850
False Positive,2.747033120,2.65500,152.20,61.97,8237.00,3.753,3.1340
Planet Candidate,440.171272000,12.21700,783.50,5.97,6261.00,4.001,1.6790
Planet Candidate,37.537859000,6.51300,269.00,1.77,6095.00,4.429,1.0820
Planet Candidate,474.969520000,4.58000,595.00,2.44,6287.00,4.473,0.9620
False Positive,0.864651455,3.46100,67.70,0.69,5587.00,4.556,0.8510
Planet Candidate,74.624063000,8.88100,346.90,1.75,6187.00,4.499,0.9370
False Positive,25.480521100,10.70100,159.00,1.25,6250.00,4.472,0.9860
False Positive,512.116360000,9.55700,315.40,1.47,5492.00,4.576,0.8120
False Positive,348.618910000,3.56700,689.00,2.40,5911.00,4.519,0.9140
False Positive,368.708390000,6.08000,957.00,2.87,6409.00,4.523,0.8870
False Positive,7.109109600,10.67000,156.70,1.08,5665.00,4.568,0.8200
Planet Candidate,416.950400000,4.02600,479.80,7.35,5751.00,3.708,2.6110
False Positive,397.395848800,6.10140,"29,825.00",64.56,5544.00,4.146,1.3620
Confirmed Planet,62.134919000,8.71100,147.50,6.71,5889.00,3.358,4.9120
False Positive,1.667482003,1.59310,545.50,15.15,4678.00,2.756,6.7200
Planet Candidate,574.652970000,4.37000,725.00,2.28,5596.00,4.553,0.8210
False Positive,5.297307860,4.02000,190.80,1.49,5780.00,4.438,1.0000
Planet Candidate,21.957844600,1.03800,96.60,0.78,5192.00,4.583,0.8020
False Positive,77.395279000,5.26000,437.00,6.16,5158.00,3.541,2.9950
Planet Candidate,373.415090000,6.61700,"1,806.00",2.55,4236.00,4.642,0.6120
False Positive,612.882452000,2.02400,631.00,2.42,6029.00,4.494,0.9560
Planet Candidate,107.904526000,2.05300,249.40,1.26,5565.00,4.574,0.8020
False Positive,11.035717730,5.62958,"144,960.00",70.42,6201.00,4.213,1.2300
False Positive,42.093314000,4.64900,886.00,2.19,4885.00,4.541,0.7630
False Positive,274.108592510,6.59000,,,,,
Planet Candidate,282.029084000,4.68600,312.80,2.33,6886.00,4.305,1.2870
False Positive,339.181090000,5.34000,157.90,1.70,6407.00,4.209,1.3440
False Positive,3.556509760,12.73640,"687,450.00",283.93,8105.00,3.937,2.4330
Planet Candidate,3.131839200,1.63200,159.90,1.50,6070.00,4.246,1.1590
False Positive,38.277724480,1.73000,,,,,
False Positive,25.285232337,4.76313,"63,022.00",69.68,6486.00,4.337,1.1360
Planet Candidate,207.767894000,5.21000,320.60,3.52,5210.00,3.894,1.8490
Planet Candidate,82.508054000,3.80600,351.90,14.04,4986.00,3.010,7.7330
Planet Candidate,113.083522000,10.31500,130.70,1.59,5903.00,4.179,1.4000
False Positive,1.231383390,3.94300,72.70,0.82,5791.00,4.505,0.9580
Planet Candidate,381.375040000,16.57000,286.50,1.24,5513.00,4.614,0.7290
False Positive,322.556630460,3.74000,,,,,
False Positive,7.226985900,14.24100,160.30,0.79,4347.00,4.645,0.6090
False Positive,0.762724045,1.98818,"9,782.20",41.02,5313.00,4.390,0.9760
False Positive,206.764257740,2.57000,,,,,
Planet Candidate,529.391690000,10.86900,319.90,4.40,5283.00,3.699,2.5040
False Positive,362.499060000,12.17000,522.50,2.51,6043.00,4.369,1.0650
False Positive,190.658960000,35.47200,552.80,2.54,5508.00,4.549,0.8350
Confirmed Planet,509.997402000,8.48100,"1,267.00",2.62,5037.00,4.540,0.7560
False Positive,1.506500360,2.76200,45.40,0.81,6201.00,4.336,1.1260
False Positive,194.487322120,3.60000,,,,,
Planet Candidate,495.518990000,3.59200,297.60,2.94,6043.00,4.038,1.6340
Planet Candidate,388.048463000,3.45600,149.60,3.00,5779.00,3.765,2.4600
Planet Candidate,34.026986800,1.58600,361.70,1.57,4999.00,4.514,0.8010
Planet Candidate,173.219879000,1.87500,239.50,2.41,6007.00,4.158,1.5180
Confirmed Planet,374.878133000,10.55600,914.60,4.27,5636.00,4.218,1.3540
False Positive,5.236202600,3.14800,"2,019.50",75.83,6176.00,4.112,1.6310
False Positive,48.550592990,1.79000,,,,,
Planet Candidate,511.882000000,4.82200,610.00,2.56,6141.00,4.454,1.0070
False Positive,247.372131000,3.27100,513.40,2.47,5780.00,4.438,1.0000
Planet Candidate,96.167050000,2.77500,270.70,1.15,5147.00,4.617,0.7160
False Positive,95.254421000,3.37900,465.40,2.20,6063.00,4.476,1.0120
Confirmed Planet,425.483539000,17.85600,996.60,3.20,5977.00,4.473,1.0220
Planet Candidate,208.800733000,1.96400,594.00,2.88,6208.00,4.372,1.1680
False Positive,7.863361238,3.42771,"18,157.00",22.70,5615.00,4.136,1.4000
False Positive,120.169838030,3.19000,,,,,
Planet Candidate,113.713630320,2.45000,,,,,
Planet Candidate,17.634272000,1.38700,76.70,1.69,4885.00,3.815,1.9790
False Positive,0.745086745,4.29000,270.00,1.29,5325.00,4.607,0.7500
False Positive,247.477243140,7.60000,,,,,
Planet Candidate,208.047137000,3.22000,287.50,2.05,5991.00,4.175,1.2000
Planet Candidate,30.561533000,2.22700,585.70,1.53,4294.00,4.609,0.6640
Confirmed Planet,6.109682250,5.73500,60.30,0.79,6024.00,4.309,1.0090
Planet Candidate,292.098090000,14.43000,528.80,2.09,5955.00,4.534,0.8830
False Positive,11.804553600,3.19500,128.90,0.94,4971.00,4.482,0.8570
Planet Candidate,578.216230000,2.70700,120.60,3.54,5166.00,3.600,3.2440
Planet Candidate,56.648588000,4.53400,648.90,2.19,5023.00,4.565,0.7820
Planet Candidate,53.554546000,5.53300,127.60,3.10,6039.00,3.760,2.6220
False Positive,3.174877200,7.08900,"1,741.00",8.80,5116.00,3.994,1.6190
Planet Candidate,119.079642000,16.26800,422.50,17.89,4849.00,2.942,8.9840
False Positive,371.186480000,19.92900,317.90,2.06,6231.00,4.340,1.1520
Planet Candidate,20.585859100,3.06900,260.20,1.31,5523.00,4.526,0.7530
False Positive,10.909621540,17.80240,"499,920.00",149.10,5323.00,3.714,2.0640
Planet Candidate,113.573945000,3.00700,249.60,3.45,5155.00,3.768,2.2330
False Positive,27.077981300,138.54000,347.50,2.03,5906.00,4.467,0.8500
False Positive,1.827660875,3.98600,"46,677.00",42.10,6352.00,4.427,1.0720
Planet Candidate,542.911330000,15.90000,750.10,2.27,5583.00,4.559,0.8240
False Positive,376.554588000,3.18200,481.00,2.00,5926.00,4.519,0.9130
False Positive,538.426300000,12.75100,242.00,3.20,5962.00,3.882,2.0280
False Positive,94.205611590,6.62000,,,,,
False Positive,378.706439550,14.66000,,,,,
False Positive,78.428631300,3.73680,"83,303.00",85.77,5780.00,4.438,1.0000
Planet Candidate,287.756130000,5.48700,"1,987.00",3.40,4965.00,4.586,0.7810
False Positive,2.530210000,21.79000,367.90,41.44,5780.00,4.178,1.2960
False Positive,2.249000963,9.60220,"58,776.00",59.61,6025.00,3.800,2.2930
Planet Candidate,189.961729000,12.46000,699.90,1.93,5335.00,4.613,0.7420
False Positive,121.623873780,2.73000,,,,,
Planet Candidate,202.187227660,2.77000,,,,,
Planet Candidate,280.920706880,3.48000,,,,,
False Positive,432.074696000,4.76300,"1,088.00",2.39,5183.00,4.608,0.7390
Planet Candidate,169.415073000,3.88400,239.90,2.32,6362.00,4.238,1.3780
False Positive,460.779050000,15.54100,239.30,4.24,6126.00,3.731,2.7170
False Positive,3.213185170,15.47000,"2,046.10",8.24,6712.00,4.159,1.5130
Planet Candidate,57.774937300,4.73100,283.60,1.85,6277.00,4.417,1.0970
False Positive,331.782481340,4.94000,,,,,
False Positive,1.206087690,2.22720,"1,660.60",44.46,5657.00,4.186,1.3550
False Positive,613.829050000,18.18000,148.20,2.85,5636.00,3.809,2.3570
False Positive,476.804540000,10.65000,143.60,1.12,5806.00,4.473,0.9010
Confirmed Planet,4.095138760,2.46200,181.70,1.75,5858.00,4.495,0.9630
Planet Candidate,502.835690100,9.97000,,,,,
Planet Candidate,81.704814000,1.46800,297.00,1.65,6099.00,4.421,0.9500
False Positive,0.779615874,3.93200,81.50,0.83,5764.00,4.548,0.8630
Planet Candidate,578.218050000,4.18000,637.00,2.44,6089.00,4.495,0.9500
Planet Candidate,317.009388000,3.01300,326.90,4.03,5066.00,3.787,2.2700
Planet Candidate,482.517010000,14.79100,573.00,2.30,6168.00,4.488,0.9600
False Positive,224.469892000,2.95200,458.60,2.35,5911.00,4.337,1.0910
False Positive,113.556471000,2.38300,278.70,6.76,4842.00,3.167,4.1640
False Positive,208.027890000,10.82000,255.00,1.04,4285.00,4.630,0.6320
False Positive,308.024953000,2.66500,352.60,3.55,5220.00,3.808,1.8870
Planet Candidate,7.777106390,3.41800,77.40,0.73,5073.00,4.481,0.8510
False Positive,1.332614580,5.16100,"1,335.30",3.65,4611.00,4.551,0.7600
Planet Candidate,233.645740000,10.05000,"2,268.00",5.20,5780.00,4.438,1.0000
Planet Candidate,27.285315000,7.47000,396.50,2.19,6304.00,4.407,1.0940
False Positive,105.895315000,2.58100,"1,227.00",2.69,5271.00,4.548,0.7810
False Positive,61.224558000,4.10300,544.20,2.76,6343.00,4.408,1.1400
False Positive,28.507877538,3.13331,"24,372.00",27.79,6131.00,4.497,0.9450
False Positive,444.465220000,0.76700,"4,084.00",30.17,5134.00,4.609,0.7460
False Positive,8.480390000,6.13400,133.70,1.23,6193.00,4.434,1.0670
Planet Candidate,445.351255000,6.51600,420.40,3.66,7202.00,4.112,1.7550
False Positive,72.015382500,2.54800,177.70,6.94,5099.00,3.299,5.0320
False Positive,21.127526930,2.25300,51.80,20.93,4024.00,1.672,30.8820
False Positive,23.934182500,1.60700,228.10,1.03,4415.00,4.580,0.7150
False Positive,87.775799000,1.86200,450.00,2.44,5604.00,4.375,1.0250
False Positive,65.673507280,2.73000,,,,,
False Positive,222.064098780,2.89000,,,,,
False Positive,35.882272887,3.95004,"101,230.00",35.21,5840.00,4.570,0.8120
False Positive,8.780603773,3.16989,"90,028.00",52.34,5487.00,4.563,0.8320
Planet Candidate,97.513749100,2.65500,279.80,5.27,5437.00,3.570,3.1800
Planet Candidate,549.427720000,6.09000,719.10,2.64,5957.00,4.498,0.9710
Planet Candidate,284.666844000,2.75200,418.00,8.98,5248.00,3.368,4.4130
Confirmed Planet,224.150923000,12.45500,348.60,2.41,6072.00,4.133,1.2860
Planet Candidate,148.179343000,12.73300,466.60,2.52,5635.00,4.278,1.1830
False Positive,551.498320000,40.92000,"1,874.40",4.89,5926.00,4.532,0.8870
False Positive,351.287873700,11.20660,"134,630.00",38.47,5911.00,4.519,0.9140
Planet Candidate,376.934014000,4.28000,382.40,2.13,6074.00,4.369,1.0340
False Positive,46.504462090,1.37000,,,,,
Planet Candidate,17.168095000,13.04000,143.10,4.81,5053.00,3.824,1.9070
False Positive,124.091252000,2.17200,281.40,1.30,5275.00,4.571,0.7920
Planet Candidate,403.163148000,5.73500,681.10,2.49,5812.00,4.504,0.9630
Planet Candidate,341.557931000,3.36500,433.00,6.81,5138.00,3.551,3.0980
Planet Candidate,476.919770000,5.07000,193.60,2.49,6282.00,4.063,1.7250
Planet Candidate,9.011888000,4.16700,987.60,7.04,5627.00,4.002,1.7350
Planet Candidate,351.250690000,3.64800,"1,324.00",2.23,4828.00,4.630,0.6300
False Positive,212.771978000,2.11500,"1,239.00",2.84,5122.00,4.505,0.8240
Planet Candidate,65.355888100,2.16500,"1,158.00",2.61,4703.00,4.550,0.7640
False Positive,18.076678800,3.06000,"28,831.00",19.47,5780.00,4.438,1.0000
False Positive,1.332555770,4.28200,126.50,0.97,5122.00,4.469,0.8810
False Positive,1.332592750,4.01400,79.10,0.97,6091.00,4.487,0.9670
False Positive,36.609273900,1.83500,"1,102.00",52.42,4770.00,2.319,16.1140
Planet Candidate,39.399926000,5.72900,341.40,1.52,5913.00,4.581,0.7950
Planet Candidate,270.143024100,6.32000,,,,,
False Positive,0.812592362,1.56460,"6,945.80",25.84,7117.00,4.153,1.6400
False Positive,81.871309000,1.60600,98.20,1.12,6343.00,4.375,1.1150
False Positive,0.566805859,3.83500,61.10,1.25,6413.00,4.203,1.4940
False Positive,326.365951880,3.75000,,,,,
False Positive,520.582690000,2.26400,348.00,1.94,6210.00,4.450,1.0330
Planet Candidate,126.586058000,5.41000,124.90,1.54,6611.00,4.269,1.2490
Planet Candidate,2.720019700,1.87400,869.00,1.53,3939.00,4.735,0.5270
Planet Candidate,18.347081000,2.82500,"1,126.60",5.65,5465.00,3.968,1.7020
Planet Candidate,57.140035000,5.68400,"1,567.00",5.78,5936.00,4.103,1.4600
False Positive,0.718643659,2.51246,"124,930.00",50.85,5853.00,4.483,0.9340
Planet Candidate,31.707574649,7.67710,787.30,2.96,5861.00,4.546,0.8650
False Positive,17.946328114,8.15905,"102,990.00",66.65,5228.00,3.906,1.7220
False Positive,204.818268000,1.93000,303.60,5.18,6060.00,3.650,2.9300
Planet Candidate,9.358925400,3.16900,"1,527.00",17.37,5188.00,3.327,4.5210
Planet Candidate,4.154722420,1.79100,"2,243.00",23.47,6996.00,3.627,3.3590
False Positive,23.814905740,1.99480,"79,201.00",63.10,5421.00,3.790,1.8900
False Positive,1.327451100,3.46500,123.60,0.66,4137.00,4.646,0.6100
Planet Candidate,87.565484000,2.52700,396.00,2.12,6064.00,4.429,1.0690
Planet Candidate,535.151500000,2.82600,362.30,2.70,5468.00,4.085,1.4230
Planet Candidate,495.404620000,0.63000,904.00,152.21,6225.00,4.450,1.0310
False Positive,209.238576000,2.24500,154.70,1.43,6302.00,4.345,1.1350
Planet Candidate,353.659270000,4.54300,"1,018.00",2.58,5438.00,4.574,0.8200
Planet Candidate,346.417400000,9.23000,662.00,2.41,5754.00,4.490,0.9460
False Positive,1.166835206,2.17596,"15,527.00",96.28,8982.00,4.111,2.1230
False Positive,230.705788830,2.69000,,,,,
False Positive,4.994715970,3.44000,53.00,2.20,6409.00,3.706,2.8300
Planet Candidate,161.651504000,2.50900,253.60,2.22,5725.00,4.212,1.2890
Planet Candidate,376.242530000,4.06400,185.70,1.32,5916.00,4.463,0.9600
False Positive,27.659607786,4.16321,"318,400.00",50.70,5310.00,4.593,0.7680
False Positive,476.727302000,9.32700,"1,035.70",23.42,5068.00,2.827,7.4170
Planet Candidate,21.799751500,4.75600,109.50,1.01,6122.00,4.487,0.9640
Planet Candidate,54.595746000,2.21000,135.80,2.00,6014.00,3.989,1.6990
False Positive,22.049560400,3.42800,134.50,1.90,6821.00,4.176,1.5480
False Positive,150.700393920,2.82000,,,,,
False Positive,44.484774630,1.67000,,,,,
False Positive,93.645248100,2.12000,,,,,
Planet Candidate,585.641180000,13.97000,565.20,2.20,5779.00,4.526,0.9010
False Positive,574.690290000,4.26900,276.80,1.26,5503.00,4.557,0.7640
Planet Candidate,502.982839160,2.94000,,,,,
Planet Candidate,48.813012300,1.53800,702.00,2.95,6202.00,4.395,1.1100
False Positive,280.160495600,2.86370,"12,946.00",19.25,5387.00,4.581,0.7990
False Positive,370.462620000,9.54100,347.90,2.03,6295.00,4.401,1.0800
False Positive,116.301793000,2.25300,649.00,2.18,5593.00,4.552,0.8420
False Positive,480.194160000,10.76000,372.30,1.79,6072.00,4.510,0.9230
False Positive,368.498280000,14.90300,581.90,1.86,5255.00,4.527,0.7830
False Positive,6.993576155,21.26950,"2,924.00",101.15,6565.00,3.803,2.4670
False Positive,223.521317320,3.27000,,,,,
False Positive,1.811461128,8.42343,"921,670.00",373.77,8572.00,3.776,3.0340
False Positive,2.174915080,8.44180,"635,410.00",193.73,6792.00,4.143,1.6360
Planet Candidate,441.619190000,5.37200,820.00,1.71,4351.00,4.659,0.5920
False Positive,24.500270200,4.07900,153.50,0.73,4519.00,4.688,0.5970
Planet Candidate,318.490780000,3.01200,630.00,3.01,6026.00,4.302,1.1760
False Positive,2.164026610,2.78000,,,,,
False Positive,392.892756320,4.93000,,,,,
False Positive,114.734287000,3.72400,242.90,1.10,5083.00,4.569,0.7100
Planet Candidate,362.061900000,14.02000,886.20,2.12,5271.00,4.636,0.6980
False Positive,1.340649911,5.09120,"627,630.00",127.25,6332.00,4.260,1.2220
False Positive,30.695376380,5.66340,"19,941.00",19.39,6185.00,4.356,1.1920
False Positive,30.695331130,5.94855,"88,771.00",69.40,6335.00,4.171,1.2860
Planet Candidate,11.374442708,2.30694,"27,905.00",22.86,5297.00,4.546,0.8080
False Positive,49.873958000,1.35100,562.00,1.50,4979.00,4.632,0.6290
Planet Candidate,411.447056000,3.48100,285.20,2.86,6519.00,4.108,1.6720
Planet Candidate,29.937114300,4.43500,194.30,1.19,5115.00,4.470,0.8660
False Positive,114.250414940,2.11000,,,,,
Planet Candidate,651.358046000,4.38400,570.80,14.58,5122.00,3.172,6.2610
False Positive,407.976230000,14.69000,237.50,4.63,7612.00,3.787,2.9680
Planet Candidate,33.303788100,3.00300,272.40,1.14,4899.00,4.624,0.7130
Planet Candidate,212.603980000,5.74000,188.50,1.64,5834.00,4.284,1.2070
Planet Candidate,50.550788000,2.35300,154.50,5.00,5031.00,3.433,3.8590
False Positive,239.255789750,5.21000,,,,,
Planet Candidate,285.374561000,4.86500,482.30,5.94,5142.00,3.470,2.7560
False Positive,6.279888981,5.50860,"1,514.60",196.78,5057.00,3.137,6.2220
False Positive,37.476957170,1.46000,,,,,
Planet Candidate,93.359737000,5.39700,38.30,1.05,6809.00,4.078,1.6730
False Positive,519.802218670,14.96780,"77,183.00",40.88,5310.00,4.356,1.0300
Planet Candidate,122.584810000,22.37000,318.90,1.19,5003.00,4.602,0.6690
Planet Candidate,84.934357000,3.16900,129.70,1.60,6290.00,4.156,1.3950
False Positive,48.920056300,2.29500,333.90,1.71,5375.00,4.433,0.8990
Planet Candidate,421.981940000,13.79900,173.10,2.02,6760.00,4.193,1.5150
Confirmed Planet,469.613090000,13.70900,"1,234.70",3.24,5474.00,4.598,0.7630
False Positive,583.736320000,15.75000,338.60,2.65,6003.00,4.176,1.4420
False Positive,502.658000000,19.51000,216.00,0.69,3754.00,4.773,0.4730
Planet Candidate,116.454312000,15.82600,"2,125.30",3.33,5197.00,4.548,0.7360
Planet Candidate,397.499229000,8.01900,"2,629.70",6.57,6423.00,4.370,1.2310
False Positive,243.954706000,2.56200,291.70,1.35,5578.00,4.578,0.7940
Planet Candidate,24.909302700,3.80000,332.60,1.32,4810.00,4.633,0.6850
Planet Candidate,192.138741000,3.21800,151.40,1.93,6065.00,4.098,1.5690
Planet Candidate,281.953320000,2.75600,"1,039.00",2.31,4864.00,4.628,0.6920
False Positive,12.713689090,1.87500,192.20,1.09,5715.00,4.586,0.7820
False Positive,25.263638050,2.72000,,,,,
False Positive,1.391716834,1.42100,41.00,36.19,3749.00,0.833,59.6840
False Positive,70.516233809,4.09296,"330,180.00",52.74,5511.00,4.531,0.7890
False Positive,2.645596805,2.90950,"1,272.70",167.05,4980.00,3.167,5.4430
Planet Candidate,388.671550000,11.70100,371.30,1.49,5354.00,4.587,0.7880
False Positive,105.632729700,2.73000,,,,,
False Positive,274.553579000,5.95000,218.30,1.66,6267.00,4.334,1.1180
False Positive,251.023040110,3.11000,,,,,
False Positive,1.807742530,2.63700,592.60,5.29,5164.00,3.880,1.7790
Planet Candidate,520.655224000,12.94000,314.90,7.58,5227.00,3.321,4.3130
Planet Candidate,369.933550000,7.60000,995.00,3.24,6158.00,4.453,1.0240
False Positive,28.736976600,1.58600,525.00,1.95,5722.00,4.547,0.8540
False Positive,2.456490610,2.84400,287.80,14.14,4870.00,2.486,8.5310
False Positive,98.517831980,1.65000,,,,,
False Positive,457.513348000,5.76300,562.50,25.18,5047.00,2.966,7.8210
False Positive,224.025899240,2.93000,,,,,
False Positive,323.771530000,17.57000,353.70,1.44,5196.00,4.586,0.7840
Planet Candidate,641.602040000,16.76200,237.30,1.61,6277.00,4.449,1.0310
False Positive,40.038961300,1.71100,109.40,0.95,5701.00,4.437,0.9030
False Positive,22.571972634,4.00349,"79,326.00",46.14,5645.00,4.431,0.8710
Planet Candidate,28.406342000,2.59800,223.60,1.41,6085.00,4.474,0.9360
False Positive,1.018861199,6.50050,"291,210.00",93.47,6225.00,4.009,1.6720
False Positive,80.519237000,4.04400,92.50,1.08,6251.00,4.378,1.1190
False Positive,149.356804000,15.41500,171.60,2.92,6569.00,3.842,2.2030
Planet Candidate,264.466625000,6.37100,437.30,2.61,6551.00,4.337,1.2360
Planet Candidate,151.778840000,2.61500,189.70,4.35,6328.00,3.634,3.1340
False Positive,50.477590520,2.02000,,,,,
Planet Candidate,113.993156000,7.72100,69.70,2.23,7892.00,3.921,2.4960
False Positive,2.791239540,2.84300,154.80,2.22,6407.00,4.111,1.6680
False Positive,223.317692150,3.54000,,,,,
False Positive,44.637111000,5.86800,282.50,1.28,5222.00,4.518,0.7800
Planet Candidate,102.493119000,2.81400,636.10,2.70,5166.00,4.583,0.7910
Planet Candidate,284.942127840,3.20000,,,,,
False Positive,365.620697000,32.26300,"27,188.00",12.75,5273.00,4.531,0.7680
Planet Candidate,6.132927330,1.56100,58.70,1.56,5877.00,3.941,2.0340
Planet Candidate,12.630631290,2.21200,300.80,1.37,5579.00,4.580,0.7980
False Positive,191.272501000,3.06400,286.50,1.59,5727.00,4.430,0.9180
Planet Candidate,286.022660000,10.43000,"1,036.00",2.03,4368.00,4.624,0.6370
Planet Candidate,7.954457790,4.60120,"6,269.40",9.50,6217.00,4.306,1.1960
Planet Candidate,331.709180000,7.44000,"3,463.00",6815.75,5282.00,4.565,0.8050
False Positive,575.420020000,17.22000,401.70,1.91,6025.00,4.448,0.9490
Planet Candidate,297.782820000,18.38000,392.40,1.17,4192.00,4.657,0.5900
Planet Candidate,137.396194000,17.61000,155.40,3.38,5425.00,3.704,2.6550
Planet Candidate,365.739893000,1.21800,300.70,1.73,5420.00,4.396,0.9530
Planet Candidate,104.198102000,3.20000,652.20,5.13,5087.00,3.759,2.0240
False Positive,368.727150000,5.06000,426.60,1.55,5401.00,4.569,0.7490
Planet Candidate,74.833577000,3.24700,86.40,1.68,5933.00,3.953,1.8070
Planet Candidate,8.585287200,2.83400,"1,406.00",3.02,5488.00,4.570,0.8180
False Positive,100.303613000,10.57800,"488,040.00",78.77,6060.00,4.397,1.0460
Planet Candidate,102.100752000,2.00900,194.20,2.63,6359.00,4.046,1.8300
Planet Candidate,6.263491873,0.85130,"2,829.00",6.46,6247.00,4.255,1.1940
False Positive,0.836200250,3.71270,"331,280.00",65.64,5780.00,4.438,1.0000
Planet Candidate,335.431430000,10.30000,228.10,7.12,5172.00,3.315,4.7210
Planet Candidate,558.218860000,13.55600,"1,539.40",3.10,5679.00,4.581,0.7940
Planet Candidate,290.020020000,23.87000,172.50,1.56,6452.00,4.384,1.1480
Planet Candidate,279.219570000,10.01500,333.50,4.92,5159.00,3.648,2.6040
Planet Candidate,348.665961000,3.84900,391.20,9.56,5183.00,3.166,4.8900
False Positive,616.341320000,12.72400,"1,287.00",2.11,4197.00,4.659,0.5880
Planet Candidate,222.280560000,3.03500,271.90,2.56,6543.00,4.170,1.5310
Planet Candidate,570.018860000,3.52000,428.50,1.62,5496.00,4.579,0.7900
Planet Candidate,378.931391060,14.11000,,,,,
Planet Candidate,580.853267880,16.63000,,,,,
False Positive,390.408320000,7.91600,251.90,0.63,3659.00,4.858,0.4000
False Positive,191.528018000,2.34200,171.80,1.32,6054.00,4.416,1.0090
False Positive,386.599460000,3.30500,380.70,1.89,6137.00,4.487,0.9630
False Positive,15.403276500,3.24600,253.00,1.32,5272.00,4.508,0.7990
Planet Candidate,7.580628930,3.48400,86.10,0.97,5753.00,4.417,1.0410
False Positive,61.001109500,1.04900,408.00,2.55,6418.00,4.395,1.1710
False Positive,198.232389000,1.91900,416.40,2.28,6263.00,4.382,1.1130
False Positive,0.660627150,4.56000,248.50,26.13,6322.00,4.426,1.0750
Planet Candidate,248.421771000,4.18700,704.00,18.92,4895.00,3.008,6.4280
False Positive,456.573400000,5.46500,397.50,7.88,5002.00,3.216,4.0420
False Positive,601.137970000,15.26000,172.80,1.81,5786.00,4.155,1.3880
False Positive,344.062480000,15.60000,136.30,5.26,7664.00,3.611,3.6970
False Positive,39.943447310,1.71000,,,,,
Planet Candidate,551.223960000,5.89600,570.70,2.10,5691.00,4.544,0.8870
False Positive,466.908240000,2.64000,660.00,2.19,5340.00,4.456,0.8670
False Positive,361.309910000,12.96800,275.60,7.07,4911.00,3.354,4.4190
False Positive,199.442413400,7.25330,"32,172.00",56.11,5869.00,4.288,1.1700
False Positive,31.591158760,2.64310,"1,434.40",72.91,5178.00,3.714,2.2950
False Positive,356.991350000,17.03000,747.80,2.47,5539.00,4.467,0.9130
False Positive,96.120478000,1.12500,285.40,2.08,6038.00,4.245,1.1860
False Positive,9.636476720,2.99900,47.60,2.02,5125.00,3.631,3.0070
False Positive,45.680876000,2.29300,350.30,14.50,4835.00,2.608,7.9170
False Positive,43.169798000,9.68600,120.80,1.47,5929.00,4.176,1.2920
Planet Candidate,395.943270000,16.09000,"1,506.00",2.53,4596.00,4.630,0.6780
Planet Candidate,76.379240000,0.64500,276.30,1.73,5451.00,4.404,0.9360
Planet Candidate,58.669218000,3.71200,169.40,1.28,5548.00,4.433,0.9860
Planet Candidate,355.847310000,16.68000,123.90,1.68,6823.00,4.212,1.4930
Planet Candidate,61.611129000,14.96000,82.90,1.29,6533.00,4.227,1.3860
Planet Candidate,150.728285000,2.71800,213.50,1.27,5778.00,4.544,0.8710
Planet Candidate,253.790434000,3.70200,604.00,2.06,5426.00,4.535,0.8500
False Positive,322.544807000,11.23600,88.00,0.68,5359.00,4.611,0.7410
Planet Candidate,35.660616700,1.59000,,,,,
False Positive,22.574947490,36.75600,"1,344.10",49.49,6581.00,4.192,1.4680
Planet Candidate,587.381620000,11.97300,863.60,36.77,4784.00,2.711,11.8390
False Positive,85.569222300,4.95400,539.20,6.85,5361.00,3.856,1.9510
Planet Candidate,7.079876630,2.58900,309.80,1.36,4808.00,4.521,0.8060
Planet Candidate,91.240335000,2.31400,206.10,1.75,6493.00,4.305,1.2050
Planet Candidate,357.413820000,3.67500,777.00,3.01,6233.00,4.412,1.0760
Planet Candidate,359.854745000,3.42900,302.40,2.25,6495.00,4.379,1.1680
Planet Candidate,89.366114000,3.94500,494.00,1.97,5861.00,4.522,0.8750
False Positive,422.255426000,4.97400,"1,935.00",5.09,6273.00,4.364,1.1390
Planet Candidate,37.625903900,3.91000,411.00,1.81,5874.00,4.542,0.8710
Planet Candidate,100.414751980,1.72000,,,,,
Planet Candidate,41.993467300,3.22600,293.70,1.56,5766.00,4.498,0.9150
Planet Candidate,94.677820000,2.21500,287.00,1.46,5360.00,4.503,0.8660
Planet Candidate,290.196139000,13.69800,281.00,2.35,6238.00,4.224,1.4030
False Positive,471.396980000,10.71400,329.90,1.87,6587.00,4.463,1.0080
Planet Candidate,175.452812000,2.73400,141.80,3.96,6184.00,3.580,3.3040
Planet Candidate,367.074460000,5.88700,368.30,2.15,6315.00,4.407,1.1160
Planet Candidate,366.684634000,3.28400,456.30,10.75,5090.00,3.353,4.9620
